"krs","raumeinheit","aggregat","apotheken_2017","krankenhausbetten_2016","pflegebedürftige_2017","ambulante_pflege_2017","stationäre_pflege_2017","empfänger_von_pflegegeld_2017","personal_in_pflegeheimen_2017","personal_in_pflegediensten_2017","pflegeheimplätze_2017","betreuungsquote_kleinkinder_2017","siedlungsdichte_2017","freifläche_je_einwohner_2017","waldfläche_je_einwohner_2017","wasserfläche_je_einwohner_2017","einwohnerdichte_2017","einpendler_2017","auspendler_2017","pendler_mit_arbeitsweg_50_km_und_mehr_2017","pendler_mit_arbeitsweg_150_km_und_mehr_2017","pendler_mit_arbeitsweg_300_km_und_mehr_2017","erreichbarkeit_von_autobahnen_2018","erreichbarkeit_von_flughäfen_2018","erreichbarkeit_von_ic_ec_ice_bahnhöfen_2018","erreichbarkeit_von_oberzentren_2018","erreichbarkeit_von_mittelzentren_2018","nahversorgung_supermärkte_durchschnittsdistanz_2017","nahversorgung_supermärkte_anteil_der_bev__1km_radius_2017","nahversorgung_apotheken_durchschnittsdistanz_2017","nahversorgung_apotheken_anteil_der_bev__1km_radius_2017","nahversorgung_grundschulen_durchschnittsdistanz_2017","nahversorgung_grundschulen_anteil_der_bev__1km_radius_2017","nahversorgung_haltestellen_des_öv_durchschnittsdistanz_2017","nahversorgung_haltestellen_des_öv_anteil_der_bev__1km_radius_2017","pkw_dichte_2017"
1001,"Flensburg, Stadt","krsfr. Stadt",27.1,9.47,369.1,29.6,30.1,39.3,100.3,55.7,123.9,35.2,"2.965,50",3.3,"40,9","92,4","1.560",52.4,34.2,14,7.7,3.6,5,98,0,0,0,"500",92,"543",90,"602",89,"180",100,"478"
1002,"Kiel, Stadt","krsfr. Stadt",31.5,9.84,295.2,30.1,26,42.4,74.6,67.8,88.6,34.9,"3.844,70",2.5,"27,7","44","2.090",49.1,30.3,13.1,4.6,3.4,2,64,0,0,0,"460",92,"415",94,"590",89,"193",100,"436"
1003,"Lübeck, Stadt","krsfr. Stadt",27.3,9.15,393.9,20.5,36,42.6,120,44.7,156.1,34.3,"2.718,60",6.8,"152,6","134,8","1.010",43.6,31.3,15,3.9,3,3,9,0,0,0,"532",90,"707",82,"705",88,"276",99,"444"
1004,"Neumünster, Stadt","krsfr. Stadt",32.8,8.62,448.4,23.8,30.4,44.3,126.6,51.9,158.6,29.3,"2.184,30",5,"40,5","23,3","1.108",54.5,38.6,14.7,4.4,3.6,7,47,0,0,0,"588",85,"645",82,"682",81,"187",100,"514"
1051,"Dithmarschen","Landkreis",21.7,5.26,411.9,23.6,28.8,46.4,125.9,43.7,130.8,20.6,"844,5",95.8,"402,7","507,5","93",70.8,73.5,16.7,4,3.1,14,71,19,65,14,"1.864",51,"2.480",41,"1.823",50,"576",87,"583"
1053,"Herzogtum Lauenburg","Landkreis",19.9,3.14,406.7,25.6,28.4,45.2,111.1,56.2,126.2,31.7,"1.344,40",57.6,"1.673,30","265","155",71.7,79.7,15.6,4.1,2.9,10,30,20,31,13,"1.545",63,"2.042",49,"1.804",48,"343",94,"572"
1054,"Nordfriesland","Landkreis",29.6,4.39,370.4,27.7,27.2,43.5,98.9,44.5,111.5,28.1,"740,7",113.5,"528,9","507,2","79",66,65.7,15.1,6.1,3.2,40,122,21,55,36,"1.445",62,"2.559",43,"2.000",48,"721",75,"595"
1055,"Ostholstein","Landkreis",30.4,8.24,440.9,19.5,36.3,43.4,134.1,34.8,176.8,32,"1.208,10",62.4,"704,6","281,8","151",65.9,70.8,15.2,4.4,2.9,9,40,14,32,24,"1.336",64,"1.724",54,"1.811",49,"527",88,"601"
1056,"Pinneberg","Landkreis",24,3.11,358.6,26.2,27.3,45.1,86,39.8,115.4,27.9,"2.171,70",17.2,"187,2","120,4","471",74.2,81,7.2,4.1,3.3,10,30,24,32,10,"807",81,"1.056",66,"849",73,"330",96,"545"
1057,"Plön","Landkreis",23.3,1.93,335.1,19.6,26.8,51.7,87.8,27.5,99.8,34,"1.244,60",77.1,"952,7","857,1","112",74.3,83.8,11.4,3.8,2.9,18,58,24,27,22,"1.686",58,"2.241",47,"1.918",52,"551",86,"597"
1058,"Rendsburg-Eckernförde","Landkreis",26.4,4.11,360.4,25,30.6,43.3,105.6,34,121.3,31.9,"1.117,20",72.1,"934,2","349,7","125",77.6,81.5,12.2,3.6,2.7,13,69,20,27,15,"1.428",60,"1.918",50,"1.679",51,"750",79,"606"
1059,"Schleswig-Flensburg","Landkreis",24.1,3.47,394.6,24.1,33.9,40.8,130.7,51.6,147.8,32.5,"882,8",93.2,"727,4","572,2","96",75.8,79.5,11.6,4.8,2.4,16,97,24,27,19,"1.755",51,"2.411",42,"1.895",48,"788",77,"604"
1060,"Segeberg","Landkreis",21.9,6.13,366.1,21.2,35.9,41.9,118.1,35.8,144.6,33,"1.502,60",43,"858,3","89,2","198",74.7,79.2,12,4.3,3.5,7,32,24,25,10,"1.235",68,"1.699",64,"1.304",64,"460",91,"584"
1061,"Steinburg","Landkreis",25.8,4.5,446.3,23.2,31.1,44.8,124.8,52.4,144.2,26.4,"1.114,10",71.8,"748,1","460,4","125",71.8,76.4,21.6,3.6,2.8,11,47,16,41,14,"1.428",63,"1.813",51,"1.584",56,"1.030",77,"591"
1062,"Stormarn","Landkreis",18.1,4.72,367.4,21.9,36.5,40.5,118.9,38.5,155.4,33.3,"1.784,50",26.6,"436","49,8","334",82.1,83.4,11.7,5.1,4,6,26,23,23,10,"1.220",65,"1.591",54,"1.264",61,"289",98,"603"
2000,"Hamburg, Stadt","krsfr. Stadt",25,6.93,344.9,30,25.2,44.1,77.4,61.3,95.3,43.5,"4.111,30",2.1,"32,5","33,5","2.424",36.3,17.1,8.8,6.3,5.2,6,15,0,0,0,"443",94,"505",92,"557",91,"228",100,"421"
3101,"Braunschweig, Stadt","krsfr. Stadt",32.7,8.07,453.2,26.6,25.9,46.5,95.4,48.6,126.1,36.7,"2.753,40",4.8,"103,1","20","1.287",50,35.4,10.8,5.5,3.2,2,46,3,0,0,"449",94,"504",89,"631",85,"214",100,"542"
3102,"Salzgitter, Stadt","krsfr. Stadt",31.6,4.28,538.7,17.4,23.7,57.4,115,34.4,155.2,16.3,"1.649,30",16.2,"388,7","56,9","466",51.9,39.6,11.2,4.4,2.6,2,53,15,0,0,"785",82,"838",79,"843",77,"226",99,"507"
3103,"Wolfsburg, Stadt","krsfr. Stadt",29.1,4.44,436.2,15.7,21.7,61.5,85.5,28.7,102.6,32.4,"1.930,70",12.2,"394,3","44,9","606",64.6,17.7,6.5,3.8,2.4,4,61,0,0,0,"611",90,"740",77,"828",79,"206",100,"1.125"
3151,"Gifhorn","Landkreis",23.4,2.51,489.7,21.5,19.9,58.1,84.5,47.7,110.3,26.1,"1.026,00",80.6,"3.056,70","131,6","112",68.6,82.4,8.4,3.2,2,23,68,27,29,12,"1.661",57,"2.106",45,"1.446",52,"423",95,"579"
3153,"Goslar","Landkreis",40,7.81,666.9,24.5,30,44.4,184.9,52.8,235.8,32.2,"1.306,30",63.4,"4.110,50","124,5","142",52.1,55.1,16.1,5.5,2.9,13,76,37,36,8,"998",73,"1.066",71,"1.229",64,"391",94,"565"
3154,"Helmstedt","Landkreis",28.3,8.54,495.6,18.5,34.9,45.9,134.5,42.3,186.5,30.6,"1.113,60",65.5,"1.868,40","117,2","136",67.4,80.8,9.1,3.9,2.3,10,65,13,25,13,"1.704",58,"1.894",49,"1.741",47,"293",99,"584"
3155,"Northeim","Landkreis",30.1,3.56,669.2,29.5,23.6,45.8,145.1,58.8,175,29.6,"904,3",85.3,"3.700,10","99,9","105",58.2,62.6,10.6,4.3,2.2,17,80,32,32,7,"1.893",50,"1.983",47,"1.796",47,"870",76,"633"
3157,"Peine","Landkreis",25.5,2.32,505.1,23.6,25.8,49.2,119.2,37.9,154.8,29.3,"1.386,50",33.7,"418,4","90,4","249",60.4,76.1,9.7,4.3,2.5,7,38,22,18,8,"1.230",63,"1.718",49,"1.193",64,"303",97,"599"
3158,"Wolfenbüttel","Landkreis",25.7,2.45,471.1,23.6,25.6,49.6,104.1,40.4,129.4,31.7,"1.369,50",53.6,"1.163,30","66,8","166",65.2,80.7,8.8,3.8,2.1,8,61,18,19,12,"1.612",57,"1.714",52,"1.499",56,"270",98,"601"
3159,"Göttingen","Landkreis",29.6,10.34,516.1,24.3,27.8,47.1,127.8,41.5,162.3,35,"1.376,00",47,"2.271,20","60,1","187",58.9,55.8,12,6.1,2.9,16,83,25,25,10,"1.255",67,"1.424",65,"1.085",73,"385",93,"542"
3241,"Region Hannover","Landkreis",27.5,6.17,450.7,26,25.2,47.8,100.9,61.8,132.4,31.2,"2.263,60",16.1,"400,5","60,8","502",60.5,54.8,10.1,5.9,3.5,8,22,19,18,3,"639",86,"805",82,"749",81,"235",100,"490"
3251,"Diepholz","Landkreis",26.9,2.23,462.2,25.7,22.2,51.1,109.6,49.6,118.2,29.5,"863,8",81.3,"945,5","182,3","108",68.9,75.3,10.7,3.8,2.2,28,47,34,45,11,"1.402",57,"2.030",47,"1.723",43,"864",76,"619"
3252,"Hameln-Pyrmont","Landkreis",31.7,7.45,626.8,27.9,26.1,45,168,57.8,186.1,28.5,"1.297,10",46.9,"1.718,50","75,3","186",56.4,59.1,12.4,4.2,2,23,51,35,42,9,"1.119",70,"1.488",61,"1.155",65,"368",93,"600"
3254,"Hildesheim","Landkreis",26.7,6.15,544,27.1,25,46.8,130.3,62.8,155.6,27.9,"1.491,90",37.7,"1.068,80","60,7","229",60.3,65.1,11.1,4.9,2.9,13,49,17,18,10,"1.059",68,"1.363",59,"1.116",64,"336",96,"561"
3255,"Holzminden","Landkreis",33.7,2.89,648.4,30.2,26.6,42,153.6,63.3,194.1,24.8,"960,2",88.3,"4.484,60","114,3","102",66.1,70.4,12.2,3.9,1.7,44,76,46,55,13,"1.454",63,"1.774",52,"1.440",54,"360",96,"609"
3256,"Nienburg (Weser)","Landkreis",28,2.95,554,21.7,24.8,52.2,140,42,159.9,26.6,"763,5",103,"2.178,50","262","87",66.2,72.4,15.8,3.8,2.1,32,52,18,51,15,"1.608",54,"2.367",40,"1.675",46,"657",85,"608"
3257,"Schaumburg","Landkreis",30.4,3.76,612.4,24.1,30.2,44.7,172.3,67.2,207.8,27.9,"1.309,00",35.7,"1.110,70","74,4","234",71.5,78.2,12.2,4.6,2.4,8,35,23,35,5,"1.267",60,"1.474",49,"1.489",43,"432",92,"613"
3351,"Celle","Landkreis",28,3.89,547.5,23.4,25.9,50,130.6,47.2,158.5,28.1,"969,4",77.4,"4.037,50","126,1","115",58.2,63.9,13.5,4.8,2.7,27,49,25,24,19,"1.197",69,"1.490",59,"1.332",58,"418",94,"588"
3352,"Cuxhaven","Landkreis",26.8,3.4,494,23.6,23.8,51.5,132.9,45.8,130,30.2,"837,4",92.9,"957,6","274,9","96",50.8,68.2,16.9,4.8,2.3,13,58,55,26,13,"1.625",56,"2.066",49,"1.658",53,"617",87,"606"
3353,"Harburg","Landkreis",19.9,2.96,377.2,27,24.7,47.8,85.1,44.3,102.3,32.5,"1.203,30",42.1,"1.404,60","93","201",71.9,82.6,10.8,5.2,4,6,43,23,29,10,"1.347",58,"1.915",43,"1.303",56,"429",92,"628"
3354,"Lüchow-Dannenberg","Landkreis",29,2.42,633.6,25.8,26.7,46.1,166.9,63.3,182,31.2,"484,9",234.2,"9.481,20","554","39",68.2,71.8,21.9,7.2,3.9,53,116,41,69,20,"2.960",38,"3.819",29,"2.513",31,"1.834",56,"613"
3355,"Lüneburg","Landkreis",22.4,4.86,411.4,26.6,29,44,110,46.4,131,37.2,"1.194,60",65.1,"2.415,10","185,5","138",66,71.3,24,4.8,2.8,21,67,25,26,23,"1.366",66,"2.218",49,"1.375",58,"427",94,"545"
3356,"Osterholz","Landkreis",23,1.91,431.9,22,27.1,50.3,111.5,40.2,128.7,28.3,"1.129,00",49.5,"687,9","137,8","173",67.2,80.8,8.7,3.9,2.5,13,28,26,26,12,"1.405",53,"1.770",44,"1.213",61,"709",80,"610"
3357,"Rotenburg (Wümme)","Landkreis",22,6.37,461.4,21.2,22.7,54.7,107.9,34.6,122.2,24.8,"714,7",113.9,"2.190,60","119,5","79",66.4,71.5,18.2,3.5,2.3,17,47,40,44,11,"1.920",50,"3.148",34,"2.022",42,"1.059",73,"649"
3358,"Heidekreis","Landkreis",22.3,3.31,478,23.3,25.1,50.7,107,42.8,132.1,28.8,"716,8",122.7,"5.535,40","130","74",58.3,63.4,18.2,4.3,3,8,44,34,46,9,"1.539",62,"2.132",46,"1.655",52,"1.074",69,"603"
3359,"Stade","Landkreis",27.7,4.61,427.8,21.1,24.9,52.6,111.4,28.6,114.9,28.7,"1.277,80",55.4,"452,8","424,5","159",65.5,73.6,12,4.1,3,16,68,52,58,14,"1.128",68,"1.539",58,"1.231",62,"384",94,"588"
3360,"Uelzen","Landkreis",31.3,8.87,562.8,26.3,31.8,40.9,146.2,63.2,192,33.6,"726,7",145,"5.456,10","112","63",61.6,66.1,18.6,3.9,2,41,88,18,43,17,"1.780",56,"2.354",47,"1.837",49,"676",82,"587"
3361,"Verden","Landkreis",22.7,1.93,430.8,19.2,27.1,52.3,117.1,28.1,135,27.3,"1.153,00",49.8,"773","133,4","173",70,74,10.9,3.8,2.6,6,27,13,30,8,"1.168",62,"1.736",48,"1.333",55,"497",89,"606"
3401,"Delmenhorst, Stadt","krsfr. Stadt",29.7,4.63,472.3,18.4,14.3,66.7,71.5,37.8,80,16,"2.578,90",4.5,"26,8","16,1","1.241",53.9,64.3,9.2,4.7,2.1,4,15,0,18,0,"575",91,"655",82,"693",82,"203",100,"526"
3402,"Emden, Stadt","krsfr. Stadt",23.7,6.93,491.4,25.6,19.4,54,101.4,37.9,107.1,23.3,"1.621,50",16.6,"38,3","160,1","450",60.5,26.1,9.9,6.9,2.9,4,82,0,51,0,"803",80,"1.007",62,"695",84,"239",99,"467"
3403,"Oldenburg (Oldenburg), Stadt","krsfr. Stadt",29.9,10.28,396.4,28.3,23.3,47.1,85.5,85.3,106.1,40.6,"2.738,10",2.9,"42,1","23,3","1.621",51.6,36.5,17.8,6.8,3.2,3,35,0,0,0,"511",92,"631",83,"600",90,"216",100,"507"
3404,"Osnabrück, Stadt","krsfr. Stadt",39.5,12.88,353.3,28.5,22.7,48.2,93.5,57.2,84.3,31.2,"2.781,30",4.1,"123,3","11,3","1.372",58.4,39.3,13.9,5.8,2.3,4,25,0,0,0,"560",88,"516",90,"663",82,"208",100,"494"
3405,"Wilhelmshaven, Stadt","krsfr. Stadt",32.8,8.19,567.5,23.8,24.4,50.6,122.8,57.5,154.5,17.5,"1.586,90",8.4,"143,1","77,7","713",42.2,31.2,14.3,6.7,3.6,9,70,42,0,0,"509",90,"661",84,"767",75,"229",99,"512"
3451,"Ammerland","Landkreis",26.7,6.8,426.3,22.4,21.9,54.8,87.7,49.4,108.5,31.9,"975,4",49.8,"635,7","152,2","169",65.4,69,11.9,4.6,2.4,5,47,17,18,3,"1.368",58,"1.663",48,"1.444",50,"588",85,"615"
3452,"Aurich","Landkreis",29,3.69,572.2,25.5,13.9,59.7,93.8,70.8,95.6,21.7,"998,5",58.6,"291,3","219,3","148",58.6,63.7,8.4,4.9,2.1,22,95,21,60,12,"1.457",53,"1.938",40,"1.359",48,"750",77,"589"
3453,"Cloppenburg","Landkreis",25,2.87,480.4,20.8,17.9,60.1,116.2,33.5,102.2,23.8,"841,2",73.6,"1.174,80","146,1","118",62.9,65.3,11.3,4.3,1.9,20,59,35,39,10,"1.318",59,"2.019",45,"1.203",58,"1.732",54,"559"
3454,"Emsland","Landkreis",26.6,5.47,503.8,29.7,14.2,55.1,86.1,55.3,79.3,26.8,"821",77.6,"1.637,70","229","112",61.9,60.1,12.1,4.7,2.1,16,69,17,60,15,"1.241",63,"1.941",48,"1.115",63,"1.265",74,"582"
3455,"Friesland","Landkreis",30.5,5.05,514.5,25.5,21.4,52.2,118.4,55,124.5,24.6,"993,4",52.6,"456,3","153,1","162",61.5,68.7,11.2,4.9,2.6,9,64,36,23,8,"1.185",63,"1.358",54,"1.178",62,"559",86,"637"
3456,"Grafschaft Bentheim","Landkreis",24.3,4.41,486.2,33.3,19.4,46.5,128.4,80.1,101.2,28.5,"958,4",62.6,"1.196,60","156","138",55.3,58.1,9.1,3.8,1.9,16,61,22,60,16,"1.149",66,"1.597",57,"1.123",65,"893",79,"586"
3457,"Leer","Landkreis",24.3,4.19,527.4,24,16.7,58.7,102.6,55.4,99.3,18.8,"1.030,30",55,"211","381,8","156",61.2,69.9,12,4.7,2,10,75,16,44,15,"1.371",55,"1.944",43,"1.215",54,"916",72,"579"
3458,"Oldenburg","Landkreis",22.3,1.77,441.4,19.2,27.6,52.1,132.1,42.2,131.8,27.3,"858",71.3,"1.589,70","102,5","122",64.3,76.7,12.1,6.9,2.7,5,29,20,23,13,"1.464",55,"1.940",47,"1.472",50,"924",76,"612"
3459,"Osnabrück","Landkreis",27.5,4.53,437.3,27,22.6,49.4,120.9,46.2,104.4,27.6,"1.137,20",51.3,"1.206,60","105","168",66.2,71.5,9,3.6,1.5,11,41,23,25,11,"1.097",64,"1.364",55,"1.124",59,"608",85,"614"
3460,"Vechta","Landkreis",26.3,6.36,387,23.7,20.8,54.6,99,37.6,90.1,30.9,"1.024,30",48.8,"801,2","87,2","173",62.8,58.1,8.9,3,1.3,7,44,33,34,9,"1.168",64,"1.601",50,"1.040",65,"1.294",61,"581"
3461,"Wesermarsch","Landkreis",25.8,2.21,510.7,24.6,26.4,47.4,130.9,58.9,154.1,27.6,"906,4",82.5,"181,8","428,5","108",54.8,60.9,11.4,3.8,2.4,18,46,35,27,11,"1.305",60,"2.135",48,"1.433",64,"816",82,"576"
3462,"Wittmund","Landkreis",33.5,2.88,606.4,28.6,16.4,53.8,111.1,53.6,115.6,22.3,"769",103.4,"711,1","262,3","86",57.7,67.4,11.3,4.8,2.5,24,83,41,37,13,"1.827",50,"2.250",37,"2.166",37,"1.066",61,"605"
4011,"Bremen, Stadt","krsfr. Stadt",26.2,7.3,409.6,27.7,21.4,49.9,106.2,68.7,100.2,27,"2.939,70",2.9,"9,6","41,8","1.741",42.8,22.3,12.1,5.4,3.6,5,6,4,0,0,"440",95,"476",93,"554",92,"236",100,"425"
4012,"Bremerhaven, Stadt","krsfr. Stadt",25.7,9.34,507.3,30.7,12.3,56.5,64,68.7,75.6,20.6,"2.568,20",5.1,"32","225,3","1.207",46.6,28.9,17.1,4.6,2.9,3,43,41,0,0,"477",92,"538",89,"555",91,"228",100,"430"
5111,"Düsseldorf, Stadt","krsfr. Stadt",30.3,8.32,373.4,25.3,20.4,53.8,69.9,47.8,82.2,33.2,"4.643,60",1.8,"43","21,4","2.839",62,35.3,9.6,6.2,3.9,7,10,4,0,0,"423",94,"410",93,"487",92,"185",100,"493"
5112,"Duisburg, Stadt","krsfr. Stadt",23.3,9.26,504.4,18.7,20.4,60.4,95.7,40.5,107.6,16.1,"3.515,20",2.3,"48,1","39,6","2.140",49.5,48.2,8.3,3.6,2.3,2,20,0,0,0,"437",95,"521",91,"528",93,"207",100,"450"
5113,"Essen, Stadt","krsfr. Stadt",24.2,9.67,410.6,22.7,27.7,49,114.6,49.1,122.5,26.2,"4.134,30",1.7,"50,9","9,2","2.774",51.5,41.2,8,4,2.6,0,22,0,0,0,"464",94,"498",92,"529",93,"208",100,"484"
5114,"Krefeld, Stadt","krsfr. Stadt",29.1,9.22,496.3,19.8,19,60.7,117.4,37.4,99.6,23.5,"2.942,20",3.3,"58,7","18,1","1.645",54,47.9,9.7,3.9,2.7,7,20,2,0,0,"558",89,"621",84,"619",87,"208",100,"509"
5116,"Mönchengladbach, Stadt","krsfr. Stadt",26.3,8.18,482.8,18.5,18.7,62.3,102.8,42.9,93.4,16.3,"3.100,60",3.7,"71,2","2,6","1.538",44.7,42.9,10.3,3.6,2.3,4,26,2,0,0,"601",85,"659",82,"660",85,"173",100,"510"
5117,"Mülheim an der Ruhr, Stadt","krsfr. Stadt",26.3,5.28,417.8,26,23.8,49.1,99.1,63.1,105.9,26.5,"3.377,30",2.9,"102,2","11,4","1.876",59.9,59,8.3,3.8,2.5,7,22,0,13,0,"553",91,"523",92,"602",89,"201",100,"534"
5119,"Oberhausen, Stadt","krsfr. Stadt",23.2,6.97,493.5,27.2,17.9,54.6,87.8,56.2,102.4,19.5,"3.724,80",1.4,"52,5","4","2.743",55.9,61.1,8.2,3.2,2,4,23,0,13,0,"472",95,"565",89,"553",93,"171",100,"510"
5120,"Remscheid, Stadt","krsfr. Stadt",24.4,9.22,473.2,24.6,18.7,55.9,89.9,60.6,91.4,23.9,"3.400,50",4.2,"213,8","10,9","1.484",47.1,41.8,4.9,2,1.3,3,32,20,20,0,"706",76,"747",76,"594",88,"178",100,"540"
5122,"Solingen, Stadt","krsfr. Stadt",24.6,6.61,487.4,22.4,23,53,118.6,38.7,123.9,26.9,"3.659,10",3.3,"154,7","6,7","1.774",36.3,45,5.6,2.9,1.9,11,32,11,20,0,"580",88,"692",80,"698",81,"197",100,"563"
5124,"Wuppertal, Stadt","krsfr. Stadt",22.6,5.73,405,24.7,24.3,49.6,107.8,53.2,106.8,17.4,"4.280,20",2.8,"134,6","5,4","2.100",39.8,39,7.6,3.1,1.9,3,31,0,0,0,"584",85,"615",82,"530",91,"174",100,"471"
5154,"Kleve","Landkreis",22.5,5.78,509.6,25.4,18.8,55.3,109.1,55.4,105.5,23.6,"1.489,40",33.7,"583,8","150,9","252",59.3,64.1,13.5,3.2,2.3,8,21,38,39,6,"1.072",69,"1.412",59,"1.138",66,"410",92,"592"
5158,"Mettmann","Landkreis",25.3,4.65,421.4,22.4,22.8,54.2,97.8,36.9,104.9,26.9,"3.002,70",5.6,"171,1","16,5","1.192",70.9,70.4,7.5,3.8,2.4,3,18,13,17,0,"552",90,"657",81,"613",87,"209",100,"590"
5162,"Rhein-Kreis Neuss","Landkreis",24.7,4.58,427.4,16.7,19.6,63.2,78.1,23.1,88.2,28.2,"2.494,40",9.2,"96,3","37","780",65.3,70.5,8.6,4,2.5,3,24,16,15,2,"701",82,"753",78,"703",83,"236",100,"586"
5166,"Viersen","Landkreis",25.4,4.81,496.5,19.8,15.8,63.9,90.6,34.6,82.8,26.5,"2.044,60",14.4,"363,5","35,6","530",64.9,71.3,10.4,3.6,2.3,3,28,15,15,1,"752",77,"860",70,"894",70,"309",96,"605"
5170,"Wesel","Landkreis",23.7,5.44,546.2,22.7,17.3,59.5,103.8,41,100,21.8,"1.964,10",18.3,"417,7","106,5","442",66.2,72.7,11,3.1,2.1,3,32,23,25,2,"794",80,"904",75,"918",74,"318",96,"599"
5314,"Bonn, Stadt","krsfr. Stadt",32,12.78,351,25.3,24.8,49.2,92,39,93.8,32.4,"4.539,60",2.4,"122,6","17,1","2.307",58.8,37.3,10.8,5.5,3.2,2,18,1,0,0,"458",93,"435",95,"523",92,"170",100,"536"
5315,"Köln, Stadt","krsfr. Stadt",23.4,6.65,338.4,21.8,20.2,57.5,71.4,36.3,72.8,29.7,"4.374,60",1.9,"62,7","17,9","2.668",48.8,30.1,10.3,5.9,3.6,4,15,4,0,0,"409",96,"459",93,"496",94,"224",100,"435"
5316,"Leverkusen, Stadt","krsfr. Stadt",26.9,6.63,413.8,19.6,18.9,61.1,77.3,30.6,83.8,25,"3.526,90",2.5,"64,7","20,8","2.074",56.3,55.5,7.4,3.2,1.8,4,17,15,20,0,"579",88,"582",89,"591",90,"190",100,"531"
5334,"Städteregion Aachen","Landkreis",28.2,7.31,478,20.8,20,58.7,107.7,42.4,103.2,28.6,"2.807,80",9.6,"404","18,9","784",57.8,55.1,11.2,3.6,2.3,10,36,16,15,1,"675",84,"763",80,"691",83,"208",99,"510"
5358,"Düren","Landkreis",19.8,6.83,514.4,17.6,19.7,62.2,116,34,109.6,23.8,"1.720,70",30.6,"747,3","60,8","279",65.7,70.8,10.5,3,1.9,9,42,27,26,9,"1.173",62,"1.537",54,"1.366",61,"269",98,"590"
5362,"Rhein-Erft-Kreis","Landkreis",24.4,3.08,393.5,21.7,19.1,58.8,78.4,35,81.7,27.6,"2.409,90",11.4,"207,4","24,6","663",71.2,77.6,9.7,4.1,2.5,3,26,23,20,0,"693",82,"778",78,"757",81,"258",99,"576"
5366,"Euskirchen","Landkreis",28.6,5.55,565.2,22.7,21.6,55.3,127.8,50.7,129.3,21.9,"1.149,30",57.2,"2.515,00","55,7","154",63.7,71.2,14.3,3,1.7,10,46,43,42,8,"1.649",51,"2.005",46,"1.743",46,"275",97,"688"
5370,"Heinsberg","Landkreis",23.3,4.06,524.6,21.7,17.9,59.7,128.4,55.9,102.4,22,"1.765,70",19.8,"293,9","27,1","403",64.5,72.9,12.9,3,1.8,6,33,26,24,2,"1.135",62,"1.388",52,"1.103",61,"282",98,"601"
5374,"Oberbergischer Kreis","Landkreis",23.4,5.55,515.3,24.1,22.8,52.3,135.8,56.2,126.8,19.2,"1.504,90",27.7,"1.346,30","59,8","297",65.7,66.8,9.7,2.5,1.4,10,40,35,33,6,"1.198",58,"1.507",49,"1.207",55,"441",91,"626"
5378,"Rheinisch-Bergischer Kreis","Landkreis",25.1,4.16,443.5,24.8,20.3,54.4,97.4,46.7,94.1,29.1,"2.594,70",12,"571,3","25,9","648",63.5,74.4,8.4,4,2.4,6,24,20,25,5,"802",74,"1.019",64,"858",71,"284",98,"616"
5382,"Rhein-Sieg-Kreis","Landkreis",24.7,2.43,404.9,19.6,21,58.8,84.8,34,93.3,26.7,"2.169,40",15.2,"602,3","38","519",69.7,78.5,10,4,2.3,8,26,17,21,4,"1.027",69,"1.031",67,"930",70,"311",97,"588"
5512,"Bottrop, Stadt","krsfr. Stadt",22.2,6,471.6,22.3,24,52.5,126.6,42.1,120.6,21.8,"2.682,00",5.4,"201,1","14,4","1.167",56.4,64,6.9,2.8,1.8,4,30,13,19,0,"554",89,"609",89,"657",85,"194",100,"559"
5513,"Gelsenkirchen, Stadt","krsfr. Stadt",26.9,6.76,456.7,21.5,20.8,56.7,98.4,44.9,106.9,19.7,"3.430,50",1.6,"50,9","5,5","2.481",53.7,55.3,9.8,3,1.9,4,38,9,19,0,"401",98,"476",94,"549",90,"183",100,"457"
5515,"Münster, Stadt","krsfr. Stadt",30,11.99,270.3,28.3,29.8,40.4,94.6,49.6,86.7,33.6,"3.087,70",6.9,"170,9","19","1.034",49.4,26.7,14,5.2,2.9,8,21,5,0,0,"479",92,"499",91,"591",89,"199",99,"450"
5554,"Borken","Landkreis",23.8,5.08,377.9,29.6,20.2,49.1,106.5,48.1,82.4,27.1,"1.512,10",32.3,"594,6","60","260",52,53.5,11.3,2.6,1.5,9,54,33,49,5,"826",81,"1.082",67,"1.004",71,"511",90,"575"
5558,"Coesfeld","Landkreis",22.8,3.91,363,25.8,27.3,45.8,121.4,40,108.1,34,"1.433,20",44.5,"832,9","93,3","197",60.4,69.7,10.9,3,1.9,9,34,25,29,7,"884",77,"1.315",61,"1.065",68,"467",90,"605"
5562,"Recklinghausen","Landkreis",27.4,7.98,505.2,24.1,21,54,114.1,60.4,114.2,23.6,"2.484,30",8.8,"330,2","37,1","810",60.1,69.7,11.3,3.3,2.1,4,37,14,24,0,"583",90,"710",81,"728",80,"204",99,"552"
5566,"Steinfurt","Landkreis",26.2,4.71,393.5,27.9,20.9,50.4,101.5,48.9,88.7,30.5,"1.400,90",33.6,"611,1","63,5","249",60.6,65.8,9,3.4,1.7,8,23,17,26,6,"850",76,"1.109",63,"1.057",67,"440",92,"580"
5570,"Warendorf","Landkreis",25.9,4.84,368.1,26.6,23.3,49,102.8,45.1,90.9,28.5,"1.449,30",41.4,"641,8","89","210",57.5,65.3,9.4,3.3,1.8,13,33,22,31,7,"886",78,"1.112",62,"1.083",70,"473",90,"587"
